instance,response,bagID,1,8,-0.117,5,1,8,-0.117
1616,1,26,1,11,0.011,5,1,8,-0.119
1617,1,26,1,8,-0.119,5,1,11,0.011
1618,1,26,1,8,-0.119,5,1,8,-0.119
1619,1,26,1,8,-0.119,5,1,8,-0.119
1620,1,26,1,8,-0.119,0,4,1,0.141
1621,1,26,4,1,0.141,0,1,8,-0.119
1622,1,26,1,8,-0.119,0,4,1,0.142
1623,1,26,4,1,0.142,0,1,8,-0.119
1624,1,26,1,8,-0.119,0,4,1,0.142
1625,1,26,4,1,0.142,0,1,8,-0.119
1626,1,26,1,11,0.011,5,1,8,-0.119
1627,1,26,1,8,-0.119,5,1,11,0.011
1628,1,26,1,8,-0.119,5,1,8,-0.119
1629,1,26,1,8,-0.119,5,1,8,-0.119
1630,1,26,1,8,-0.119,5,1,11,0.011
1631,1,26,1,11,0.011,5,1,8,-0.119
1632,1,26,1,11,0.011,5,1,11,-0.089
1633,1,26,1,11,-0.089,5,1,11,0.011
1634,1,26,1,11,-0.089,5,1,11,-0.089
1635,1,26,1,11,-0.089,5,1,11,-0.089
1636,1,26,1,8,-0.119,0,4,1,0.141
1637,1,26,4,1,0.141,0,1,8,-0.119
1638,1,26,1,8,-0.119,0,4,1,0.142
1639,1,26,4,1,0.142,0,1,8,-0.119
1640,1,26,1,11,-0.089,5,1,11,0.011
1641,1,26,1,11,0.011,5,1,11,-0.089
1642,1,26,1,11,0.011,5,1,8,-0.119
1643,1,26,1,8,-0.119,5,1,11,0.011
1644,1,26,1,8,-0.119,5,1,8,-0.119
1645,1,26,1,8,-0.119,5,1,8,-0.119
1646,1,26,1,8,-0.119,5,1,11,0.011
1647,1,26,1,11,0.011,5,1,8,-0.119
1648,1,26,1,8,-0.119,0,4,1,0.141
1649,1,26,4,1,0.141,0,1,8,-0.119
1650,1,26,1,8,-0.119,0,4,1,0.142
1651,1,26,4,1,0.142,0,1,8,-0.119
1652,1,26,1,11,0.011,5,1,8,-0.119
1653,1,26,1,8,-0.119,5,1,11,0.011
1654,1,26,1,8,-0.119,5,1,8,-0.119
1655,1,26,1,8,-0.119,5,1,8,-0.119
1656,1,26,1,8,-0.119,5,1,8,0.262
1657,1,26,1,8,0.262,5,1,8,-0.119
1658,1,26,1,8,0.262,5,1,11,0.011
1659,1,26,1,11,0.011,5,1,8,0.262
1660,1,26,1,8,-0.119,0,4,1,0.142
1661,1,26,4,1,0.142,0,1,8,-0.119
1662,1,26,1,8,0.262,0,7,23,-0.638
1663,1,26,7,23,-0.638,0,1,8,0.262
1664,1,26,1,8,-0.119,0,6,19,0.812
1665,1,26,6,19,0.812,0,1,8,-0.119
1666,1,26,6,19,0.812,1,7,20,-0.388
1667,1,26,7,20,-0.388,1,6,19,0.812
1668,1,26,6,19,0.812,1,7,20,-0.388
1669,1,26,7,20,-0.388,1,6,19,0.812
1670,1,26,7,23,-0.638,0,4,2,0.412
1671,1,26,4,2,0.412,0,7,23,-0.638
1672,1,27,1,8,-0.118,5,1,8,-0.118
1673,1,27,1,8,-0.118,5,1,8,-0.118
1674,1,27,1,8,-0.118,5,1,11,0.012
1675,1,27,1,11,0.012,5,1,8,-0.118
1676,1,27,1,11,0.012,5,1,11,-0.088
1677,1,27,1,11,-0.088,5,1,11,0.012
1678,1,27,1,11,-0.088,5,1,12,0.012
1679,1,27,1,12,0.012,5,1,11,-0.088
1680,1,27,1,12,0.012,5,1,8,-0.118
1681,1,27,1,8,-0.118,5,1,12,0.012
1682,1,27,1,8,-0.118,5,1,8,-0.118
1683,1,27,1,8,-0.118,5,1,8,-0.118
1684,1,27,1,8,-0.118,0,4,1,0.142
1685,1,27,4,1,0.142,0,1,8,-0.118
1686,1,27,1,8,-0.118,0,4,1,0.142
1687,1,27,4,1,0.142,0,1,8,-0.118
1688,1,27,1,8,-0.118,0,4,1,0.142
1689,1,27,4,1,0.142,0,1,8,-0.118
1690,1,27,1,11,0.012,5,1,8,-0.118
1691,1,27,1,8,-0.118,5,1,11,0.012
1692,1,27,1,8,-0.118,5,1,8,-0.118
1693,1,27,1,8,-0.118,5,1,8,-0.118
1694,1,27,1,8,-0.118,5,1,8,-0.118
1695,1,27,1,8,-0.118,5,1,8,-0.118
1696,1,27,1,8,-0.118,5,1,13,0.012
1697,1,27,1,13,0.012,5,1,8,-0.118
1698,1,27,1,13,0.012,5,1,11,-0.088
1699,1,27,1,11,-0.088,5,1,13,0.012
1700,1,27,1,8,-0.118,0,4,1,0.142
1701,1,27,4,1,0.142,0,1,8,-0.118
1702,1,27,1,12,0.012,5,1,12,0.012
1703,1,27,1,12,0.012,5,1,12,0.012
1704,1,27,1,12,0.012,5,1,8,-0.118
1705,1,27,1,8,-0.118,5,1,12,0.012
1706,1,27,1,8,-0.118,5,1,8,-0.118
1707,1,27,1,8,-0.118,5,1,8,-0.118
1708,1,27,1,8,-0.118,5,1,8,-0.118
1709,1,27,1,8,-0.118,5,1,8,-0.118
1710,1,27,1,8,-0.118,5,1,8,-0.118
1711,1,27,1,8,-0.118,5,1,8,-0.118
1712,1,27,1,8,-0.118,5,1,12,0.012
1713,1,27,1,12,0.012,5,1,8,-0.118
1714,1,27,1,8,-0.118,0,4,1,0.142
1715,1,27,4,1,0.142,0,1,8,-0.118
1716,1,27,1,8,-0.118,0,4,1,0.142
1717,1,27,4,1,0.142,0,1,8,-0.118
1718,1,27,1,8,-0.118,0,4,1,0.142
1719,1,27,4,1,0.142,0,1,8,-0.118
1720,1,27,1,8,-0.118,0,4,1,0.142
1721,1,27,4,1,0.142,0,1,8,-0.118
1722,1,27,1,12,0.012,0,1,12,0.012
1723,1,27,1,12,0.012,0,1,12,0.012
1724,1,27,1,12,0.012,0,1,13,0.012
1725,1,27,1,13,0.012,0,1,12,0.012
1726,1,27,1,8,-0.118,0,6,19,0.812
1727,1,27,6,19,0.812,0,1,8,-0.118
1728,1,27,1,8,-0.118,0,6,19,0.812
1729,1,27,6,19,0.812,0,1,8,-0.118
1730,1,27,6,19,0.812,1,7,20,-0.388
1731,1,27,7,20,-0.388,1,6,19,0.812
1732,1,27,6,19,0.812,1,7,20,-0.388
1733,1,27,7,20,-0.388,1,6,19,0.812
1734,1,27,6,19,0.812,1,7,20,-0.388
1735,1,27,7,20,-0.388,1,6,19,0.812
1736,1,27,6,19,0.812,1,7,20,-0.388
1737,1,27,7,20,-0.388,1,6,19,0.812
1738,1,28,1,8,-0.118,5,1,8,-0.118
1739,1,28,1,8,-0.118,5,1,8,-0.118
1740,1,28,1,8,-0.118,5,1,11,0.012
1741,1,28,1,11,0.012,5,1,8,-0.118
1742,1,28,1,11,0.012,5,1,11,0.012
1743,1,28,1,11,0.012,5,1,11,0.012
1744,1,28,1,11,0.012,5,1,8,-0.118
1745,1,28,1,8,-0.118,5,1,11,0.012
1746,1,28,1,8,-0.118,5,1,8,-0.118
1747,1,28,1,8,-0.118,5,1,8,-0.118
1748,1,28,1,8,-0.118,5,1,8,-0.118
1749,1,28,1,8,-0.118,5,1,8,-0.118
1750,1,28,1,8,-0.118,0,4,1,0.142
1751,1,28,4,1,0.142,0,1,8,-0.118
1752,1,28,1,8,-0.118,0,4,1,0.142
1753,1,28,4,1,0.142,0,1,8,-0.118
1754,1,28,1,8,-0.118,0,4,1,0.142
1755,1,28,4,1,0.142,0,1,8,-0.118
1756,1,28,1,11,0.012,5,1,8,-0.118
1757,1,28,1,8,-0.118,5,1,11,0.012
1758,1,28,1,8,-0.118,5,1,8,-0.118
1759,1,28,1,8,-0.118,5,1,8,-0.118
1760,1,28,1,8,-0.118,5,1,8,-0.118
1761,1,28,1,8,-0.118,5,1,8,-0.118
1762,1,28,1,8,-0.118,5,1,8,-0.118
1763,1,28,1,8,-0.118,5,1,8,-0.118
1764,1,28,1,8,-0.118,5,1,11,0.012
1765,1,28,1,11,0.012,5,1,8,-0.118
1766,1,28,1,8,-0.118,0,4,1,0.142
1767,1,28,4,1,0.142,0,1,8,-0.118
1768,1,28,1,8,-0.118,0,4,1,0.142
1769,1,28,4,1,0.142,0,1,8,-0.118
1770,1,28,1,8,-0.118,0,4,1,0.142
1771,1,28,4,1,0.142,0,1,8,-0.118
1772,1,28,1,8,-0.118,0,6,19,0.811
1773,1,28,6,19,0.811,0,1,8,-0.118
1774,1,28,1,8,-0.118,0,6,19,0.811
1775,1,28,6,19,0.811,0,1,8,-0.118
1776,1,28,6,19,0.811,1,7,20,-0.389
1777,1,28,7,20,-0.389,1,6,19,0.811
1778,1,28,6,19,0.811,1,7,20,-0.389
1779,1,28,7,20,-0.389,1,6,19,0.811
1780,1,28,6,19,0.811,1,7,20,-0.388
1781,1,28,7,20,-0.388,1,6,19,0.811
1782,1,28,6,19,0.811,1,7,20,-0.388
1783,1,28,7,20,-0.388,1,6,19,0.811
1784,1,29,1,8,-0.128,5,1,8,-0.128
1785,1,29,1,8,-0.128,5,1,8,-0.128
1786,1,29,1,8,-0.128,5,1,8,-0.128
1787,1,29,1,8,-0.128,5,1,8,-0.128
1788,1,29,1,8,-0.128,5,1,13,0.002
1789,1,29,1,13,0.002,5,1,8,-0.128
1790,1,29,1,13,0.002,5,1,8,-0.128
1791,1,29,1,8,-0.128,5,1,13,0.002
1792,1,29,1,8,-0.128,5,1,8,-0.128
1793,1,29,1,8,-0.128,5,1,8,-0.128
1794,1,29,1,8,-0.128,5,1,8,-0.128
1795,1,29,1,8,-0.128,5,1,8,-0.128
1796,1,29,1,8,-0.128,0,4,1,0.132
1797,1,29,4,1,0.132,0,1,8,-0.128
1798,1,29,1,8,-0.128,0,4,1,0.132
1799,1,29,4,1,0.132,0,1,8,-0.128
1800,1,29,1,8,-0.128,0,4,1,0.132
1801,1,29,4,1,0.132,0,1,8,-0.128
1802,1,29,1,8,-0.128,0,4,1,0.132
1803,1,29,4,1,0.132,0,1,8,-0.128
1804,1,29,1,13,0.002,5,1,8,-0.128
1805,1,29,1,8,-0.128,5,1,13,0.002
1806,1,29,1,8,-0.128,5,1,8,-0.128
1807,1,29,1,8,-0.128,5,1,8,-0.128
1808,1,29,1,8,-0.128,5,1,8,-0.128
1809,1,29,1,8,-0.128,5,1,8,-0.128
1810,1,29,1,8,-0.128,5,1,8,0.202
1811,1,29,1,8,0.202,5,1,8,-0.128
1812,1,29,1,8,0.202,5,1,8,-0.128
1813,1,29,1,8,-0.128,5,1,8,0.202
1814,1,29,1,8,-0.128,5,1,13,0.002
1815,1,29,1,13,0.002,5,1,8,-0.128
1816,1,29,1,8,-0.128,0,4,1,0.132
1817,1,29,4,1,0.132,0,1,8,-0.128
1818,1,29,1,8,-0.128,0,4,1,0.132
1819,1,29,4,1,0.132,0,1,8,-0.128
1820,1,29,1,8,-0.128,0,4,1,0.132
1821,1,29,4,1,0.132,0,1,8,-0.128
1822,1,29,1,8,-0.128,0,4,1,0.132
1823,1,29,4,1,0.132,0,1,8,-0.128
1824,1,29,1,13,0.002,0,1,13,0.002
1825,1,29,1,13,0.002,0,1,13,0.002
1826,1,29,1,8,0.202,0,6,15,-0.779
1827,1,29,6,15,-0.779,0,1,8,0.202
1828,1,29,1,8,-0.128,0,6,19,0.801
1829,1,29,6,19,0.801,0,1,8,-0.128
1830,1,29,6,19,0.801,1,7,20,-0.398
1831,1,29,7,20,-0.398,1,6,19,0.801
1832,1,29,6,19,0.801,1,7,20,-0.398
1833,1,29,7,20,-0.398,1,6,19,0.801
1834,1,29,6,15,-0.779,0,4,0,0.332
1835,1,29,4,0,0.332,0,6,15,-0.779
1836,1,29,6,15,-0.779,0,4,0,0.332
1837,1,29,4,0,0.332,0,6,15,-0.779
1838,1,30,1,8,-0.128,5,1,8,-0.128
1839,1,30,1,8,-0.128,5,1,8,-0.128
1840,1,30,1,8,-0.128,5,1,8,-0.128
1841,1,30,1,8,-0.128,5,1,8,-0.128
1842,1,30,1,8,-0.128,5,1,13,0.002
1843,1,30,1,13,0.002,5,1,8,-0.128
1844,1,30,1,13,0.002,5,1,8,-0.128
1845,1,30,1,8,-0.128,5,1,13,0.002
1846,1,30,1,8,-0.128,5,1,8,-0.128
1847,1,30,1,8,-0.128,5,1,8,-0.128
1848,1,30,1,8,-0.128,5,1,8,-0.128
1849,1,30,1,8,-0.128,5,1,8,-0.128
1850,1,30,1,8,-0.128,0,4,1,0.132
1851,1,30,4,1,0.132,0,1,8,-0.128
1852,1,30,1,8,-0.128,0,4,1,0.132
1853,1,30,4,1,0.132,0,1,8,-0.128
1854,1,30,1,8,-0.128,0,4,1,0.132
1855,1,30,4,1,0.132,0,1,8,-0.128
1856,1,30,1,8,-0.128,0,4,1,0.132
1857,1,30,4,1,0.132,0,1,8,-0.128
1858,1,30,1,13,0.002,5,1,8,-0.128
1859,1,30,1,8,-0.128,5,1,13,0.002
1860,1,30,1,8,-0.128,5,1,8,-0.128
1861,1,30,1,8,-0.128,5,1,8,-0.128
1862,1,30,1,8,-0.128,5,1,8,0.202
1863,1,30,1,8,0.202,5,1,8,-0.128
1864,1,30,1,8,0.202,5,1,8,-0.128
1865,1,30,1,8,-0.128,5,1,8,0.202
1866,1,30,1,8,-0.128,5,1,8,-0.128
1867,1,30,1,8,-0.128,5,1,8,-0.128
1868,1,30,1,8,-0.128,5,1,13,0.002
1869,1,30,1,13,0.002,5,1,8,-0.128
1870,1,30,1,8,-0.128,0,4,1,0.132
1871,1,30,4,1,0.132,0,1,8,-0.128
1872,1,30,1,8,-0.128,0,4,1,0.132
1873,1,30,4,1,0.132,0,1,8,-0.128
1874,1,30,1,8,-0.128,0,4,1,0.132
1875,1,30,4,1,0.132,0,1,8,-0.128
1876,1,30,1,13,0.002,0,1,13,0.002
1877,1,30,1,13,0.002,0,1,13,0.002
1878,1,30,1,8,-0.128,0,6,19,0.801
1879,1,30,6,19,0.801,0,1,8,-0.128
1880,1,30,6,19,0.801,1,7,20,-0.398
1881,1,30,7,20,-0.398,1,6,19,0.801
1882,1,30,6,19,0.801,1,7,20,-0.398
1883,1,30,7,20,-0.398,1,6,19,0.801
1884,1,30,1,8,-0.128,0,4,1,0.132
1885,1,30,4,1,0.132,0,1,8,-0.128
1886,1,30,1,8,0.202,0,6,15,-0.779
1887,1,30,6,15,-0.779,0,1,8,0.202
1888,1,30,6,15,-0.779,0,4,0,0.332
1889,1,30,4,0,0.332,0,6,15,-0.779
1890,1,30,6,15,-0.779,0,4,0,0.332
1891,1,30,4,0,0.332,0,6,15,-0.779
1892,1,31,1,8,-0.11,5,1,8,-0.11
1893,1,31,1,8,-0.11,5,1,8,-0.11
1894,1,31,1,8,-0.11,5,1,11,0.02
1895,1,31,1,11,0.02,5,1,8,-0.11
1896,1,31,1,11,0.02,5,1,11,-0.08
1897,1,31,1,11,-0.08,5,1,11,0.02
1898,1,31,1,11,-0.08,5,1,10,-0.08
1899,1,31,1,10,-0.08,5,1,11,-0.08
1900,1,31,1,10,-0.08,5,1,8,-0.11
1901,1,31,1,8,-0.11,5,1,10,-0.08
1902,1,31,1,8,-0.11,5,1,8,-0.11
1903,1,31,1,8,-0.11,5,1,8,-0.11
1904,1,31,1,11,0.02,5,1,8,-0.11
1905,1,31,1,8,-0.11,5,1,11,0.02
1906,1,31,1,8,-0.11,5,1,8,-0.11
1907,1,31,1,8,-0.11,5,1,8,-0.11
1908,1,31,1,8,-0.11,5,1,8,-0.11
1909,1,31,1,8,-0.11,5,1,8,-0.11
1910,1,31,1,8,-0.11,5,1,10,-0.08
1911,1,31,1,10,-0.08,5,1,8,-0.11
1912,1,31,1,10,-0.08,5,1,11,-0.08
1913,1,31,1,11,-0.08,5,1,10,-0.08
1914,1,31,1,10,-0.08,5,1,7,-0.08
1915,1,31,1,7,-0.08,5,1,10,-0.08
1916,1,31,1,10,-0.08,5,1,7,-0.08
1917,1,31,1,7,-0.08,5,1,10,-0.08
1918,1,31,1,7,-0.08,5,1,7,-0.08
1919,1,31,1,7,-0.08,5,1,7,-0.08
1920,1,31,1,8,-0.11,0,4,1,0.149
1921,1,31,4,1,0.149,0,1,8,-0.11
1922,1,31,1,8,-0.11,0,4,1,0.149
1923,1,31,4,1,0.149,0,1,8,-0.11
1924,1,31,1,8,-0.11,0,4,1,0.149
1925,1,31,4,1,0.149,0,1,8,-0.11
1926,1,31,1,8,-0.11,0,4,1,0.149
1927,1,31,4,1,0.149,0,1,8,-0.11
1928,1,31,1,8,-0.11,0,4,1,0.149
1929,1,31,4,1,0.149,0,1,8,-0.11
1930,1,31,1,7,-0.08,0,4,1,0.119
1931,1,31,4,1,0.119,0,1,7,-0.08
1932,1,31,1,7,-0.08,0,4,1,0.119
1933,1,31,4,1,0.119,0,1,7,-0.08
1934,1,31,1,8,-0.11,0,6,19,0.819
1935,1,31,6,19,0.819,0,1,8,-0.11
1936,1,31,6,19,0.819,1,7,20,-0.381
1937,1,31,7,20,-0.381,1,6,19,0.819
1938,1,31,6,19,0.819,1,7,20,-0.381
1939,1,31,7,20,-0.381,1,6,19,0.819
1940,1,32,1,8,-0.142,5,1,8,-0.142
1941,1,32,1,8,-0.142,5,1,8,-0.142
1942,1,32,1,8,-0.142,5,1,8,0.188
1943,1,32,1,8,0.188,5,1,8,-0.142
1944,1,32,1,8,0.188,5,1,8,0.188
1945,1,32,1,8,0.188,5,1,8,0.188
1946,1,32,1,8,0.188,5,1,8,-0.142
1947,1,32,1,8,-0.142,5,1,8,0.188
1948,1,32,1,8,-0.142,5,1,8,-0.142
1949,1,32,1,8,-0.142,5,1,8,-0.142
1950,1,32,1,8,-0.142,5,1,8,-0.142
1951,1,32,1,8,-0.142,5,1,8,-0.142
1952,1,32,1,8,-0.142,0,4,1,0.118
1953,1,32,4,1,0.118,0,1,8,-0.142
1954,1,32,1,8,-0.142,0,4,1,0.118
1955,1,32,4,1,0.118,0,1,8,-0.142
1956,1,32,1,8,-0.142,0,4,1,0.118
1957,1,32,4,1,0.118,0,1,8,-0.142
1958,1,32,1,8,0.188,0,6,15,-0.412
1959,1,32,6,15,-0.412,0,1,8,0.188
1960,1,32,6,15,-0.412,0,1,8,0.188
1961,1,32,1,8,0.188,0,6,15,-0.412
1962,1,32,1,8,0.188,5,1,8,0.188
1963,1,32,1,8,0.188,5,1,8,0.188
1964,1,32,1,8,0.188,0,6,15,-0.412
1965,1,32,6,15,-0.412,0,1,8,0.188
1966,1,32,6,15,-0.412,0,1,8,0.188
1967,1,32,1,8,0.188,0,6,15,-0.412
1968,1,32,1,8,0.188,5,1,8,-0.142
1969,1,32,1,8,-0.142,5,1,8,0.188
1970,1,32,1,8,-0.142,5,1,8,-0.142
1971,1,32,1,8,-0.142,5,1,8,-0.142
1972,1,32,1,8,-0.142,5,1,8,-0.142
1973,1,32,1,8,-0.142,5,1,8,-0.142
1974,1,32,1,8,-0.142,5,1,8,-0.142
1975,1,32,1,8,-0.142,5,1,8,-0.142
1976,1,32,1,8,-0.142,5,1,8,0.188
1977,1,32,1,8,0.188,5,1,8,-0.142
1978,1,32,1,8,-0.142,0,4,1,0.118
1979,1,32,4,1,0.118,0,1,8,-0.142
1980,1,32,1,8,-0.142,0,4,1,0.118
1981,1,32,4,1,0.118,0,1,8,-0.142
1982,1,32,1,8,-0.142,0,4,1,0.118
1983,1,32,4,1,0.118,0,1,8,-0.142
1984,1,32,6,15,-0.412,0,4,0,0.288
1985,1,32,4,0,0.288,0,6,15,-0.412
1986,1,32,6,15,-0.412,0,4,0,0.288
1987,1,32,4,0,0.288,0,6,15,-0.412
1988,1,32,1,8,-0.142,0,6,19,0.787
1989,1,32,6,19,0.787,0,1,8,-0.142
1990,1,32,1,8,-0.142,0,6,19,0.787
1991,1,32,6,19,0.787,0,1,8,-0.142
1992,1,32,6,19,0.787,1,7,20,-0.413
1993,1,32,7,20,-0.413,1,6,19,0.787
1994,1,32,6,19,0.787,1,7,20,-0.413
1995,1,32,7,20,-0.413,1,6,19,0.787
1996,1,32,6,19,0.787,1,7,20,-0.412
1997,1,32,7,20,-0.412,1,6,19,0.787
1998,1,32,6,19,0.787,1,7,20,-0.412
1999,1,32,7,20,-0.412,1,6,19,0.787
2000,1,33,1,8,-0.118,5,1,8,-0.118
2001,1,33,1,8,-0.118,5,1,8,-0.118
2002,1,33,1,8,-0.118,5,1,11,0.012
2003,1,33,1,11,0.012,5,1,8,-0.118
2004,1,33,1,11,0.012,5,1,11,-0.088
2005,1,33,1,11,-0.088,5,1,11,0.012
2006,1,33,1,11,-0.088,5,1,11,0.012
2007,1,33,1,11,0.012,5,1,11,-0.088
2008,1,33,1,11,0.012,5,1,8,-0.118
2009,1,33,1,8,-0.118,5,1,11,0.012
2010,1,33,1,8,-0.118,5,1,8,-0.118
2011,1,33,1,8,-0.118,5,1,8,-0.118
2012,1,33,1,8,-0.118,0,4,1,0.141
2013,1,33,4,1,0.141,0,1,8,-0.118
2014,1,33,1,8,-0.118,0,4,1,0.142
2015,1,33,4,1,0.142,0,1,8,-0.118
2016,1,33,1,8,-0.118,0,4,1,0.142
2017,1,33,4,1,0.142,0,1,8,-0.118
2018,1,33,1,11,-0.088,5,1,11,-0.088
2019,1,33,1,11,-0.088,5,1,11,-0.088
2020,1,33,1,11,-0.088,5,1,11,0.012
2021,1,33,1,11,0.012,5,1,11,-0.088
2022,1,33,1,11,0.012,5,1,8,-0.118
2023,1,33,1,8,-0.118,5,1,11,0.012
2024,1,33,1,8,-0.118,5,1,8,-0.118
2025,1,33,1,8,-0.118,5,1,8,-0.118
2026,1,33,1,8,-0.118,5,1,11,0.012
2027,1,33,1,11,0.012,5,1,8,-0.118
2028,1,33,1,8,-0.118,0,4,1,0.141
2029,1,33,4,1,0.141,0,1,8,-0.118
2030,1,33,1,8,-0.118,0,4,1,0.142
2031,1,33,4,1,0.142,0,1,8,-0.118
2032,1,33,1,11,0.012,5,1,8,-0.118
2033,1,33,1,8,-0.118,5,1,11,0.012
2034,1,33,1,8,-0.118,5,1,8,-0.118
2035,1,33,1,8,-0.118,5,1,8,-0.118
2036,1,33,1,8,-0.118,5,1,11,0.012
2037,1,33,1,11,0.012,5,1,8,-0.118
2038,1,33,1,11,0.012,5,1,11,-0.088
2039,1,33,1,11,-0.088,5,1,11,0.012
2040,1,33,1,8,-0.118,0,4,1,0.141
2041,1,33,4,1,0.141,0,1,8,-0.118
2042,1,33,1,8,-0.118,0,4,1,0.142
2043,1,33,4,1,0.142,0,1,8,-0.118
2044,1,33,1,11,0.012,5,1,8,-0.118
2045,1,33,1,8,-0.118,5,1,11,0.012
2046,1,33,1,8,-0.118,5,1,8,-0.118
2047,1,33,1,8,-0.118,5,1,8,-0.118
2048,1,33,1,8,-0.118,5,1,8,-0.118
2049,1,33,1,8,-0.118,5,1,8,-0.118
2050,1,33,1,8,-0.118,5,1,11,0.012
2051,1,33,1,11,0.012,5,1,8,-0.118
2052,1,33,1,8,-0.118,0,4,1,0.142
2053,1,33,4,1,0.142,0,1,8,-0.118
2054,1,33,1,8,-0.118,0,4,1,0.142
2055,1,33,4,1,0.142,0,1,8,-0.118
2056,1,33,6,19,0.811,0,1,8,-0.118
2057,1,33,1,8,-0.118,0,6,19,0.811
2058,1,33,6,19,0.811,1,7,20,-0.389
2059,1,33,7,20,-0.389,1,6,19,0.811
2060,1,33,6,19,0.811,1,7,20,-0.389
2061,1,33,7,20,-0.389,1,6,19,0.811
2062,1,34,1,8,-0.115,5,1,8,-0.115
2063,1,34,1,8,-0.115,5,1,8,-0.115
2064,1,34,1,8,-0.115,5,1,10,0.315
2065,1,34,1,10,0.315,5,1,8,-0.115
2066,1,34,1,10,0.315,5,1,10,0.115
2067,1,34,1,10,0.115,5,1,10,0.315
2068,1,34,1,10,0.115,5,1,8,-0.115
2069,1,34,1,8,-0.115,5,1,10,0.115
2070,1,34,1,8,-0.115,5,1,8,-0.115
2071,1,34,1,8,-0.115,5,1,8,-0.115
2072,1,34,1,8,-0.115,5,1,8,-0.115
2073,1,34,1,8,-0.115,5,1,8,-0.115
2074,1,34,1,10,0.315,5,6,16,-0.384
2075,1,34,6,16,-0.384,5,1,10,0.315
2076,1,34,6,16,-0.384,5,6,16,-0.384
2077,1,34,6,16,-0.384,5,6,16,-0.384
2078,1,34,1,10,0.115,5,1,7,-0.115
2079,1,34,1,7,-0.115,5,1,10,0.115
2080,1,34,1,7,-0.115,5,6,16,-0.384
2081,1,34,6,16,-0.384,5,1,7,-0.115
2082,1,34,1,8,-0.115,0,6,19,0.816
2083,1,34,6,19,0.816,0,1,8,-0.115
2084,1,34,6,19,0.816,1,7,20,-0.384
2085,1,34,7,20,-0.384,1,6,19,0.816
2086,1,34,6,19,0.816,1,7,20,-0.384
2087,1,34,7,20,-0.384,1,6,19,0.816
2088,1,34,1,8,-0.115,0,4,1,0.145
2089,1,34,4,1,0.145,0,1,8,-0.115
2090,1,34,1,8,-0.115,0,4,1,0.115
2091,1,34,4,1,0.115,0,1,8,-0.115
2092,1,34,1,8,-0.115,0,4,1,0.145
2093,1,34,4,1,0.145,0,1,8,-0.115
2094,1,34,1,7,-0.115,0,4,1,0.145
2095,1,34,4,1,0.145,0,1,7,-0.115
2096,1,34,6,16,-0.384,0,4,0,0.315
2097,1,34,4,0,0.315,0,6,16,-0.384
2098,1,35,1,8,-0.118,5,1,8,-0.118
2099,1,35,1,8,-0.118,5,1,8,-0.118
2100,1,35,1,8,-0.118,5,1,11,0.012
2101,1,35,1,11,0.012,5,1,8,-0.118
2102,1,35,1,11,0.012,5,1,11,-0.088
2103,1,35,1,11,-0.088,5,1,11,0.012
2104,1,35,1,11,-0.088,5,1,12,0.012
2105,1,35,1,12,0.012,5,1,11,-0.088
2106,1,35,1,12,0.012,5,1,8,-0.118
2107,1,35,1,8,-0.118,5,1,12,0.012
2108,1,35,1,8,-0.118,5,1,8,-0.118
2109,1,35,1,8,-0.118,5,1,8,-0.118
2110,1,35,1,8,-0.118,0,4,1,0.142
2111,1,35,4,1,0.142,0,1,8,-0.118
2112,1,35,1,8,-0.118,0,4,1,0.142
2113,1,35,4,1,0.142,0,1,8,-0.118
2114,1,35,1,11,0.012,5,1,8,-0.118
2115,1,35,1,8,-0.118,5,1,11,0.012
2116,1,35,1,8,-0.118,5,1,8,-0.118
2117,1,35,1,8,-0.118,5,1,8,-0.118
2118,1,35,1,8,-0.118,5,1,8,-0.118
2119,1,35,1,8,-0.118,5,1,8,-0.118
2120,1,35,1,8,-0.118,5,1,13,0.012
2121,1,35,1,13,0.012,5,1,8,-0.118
2122,1,35,1,13,0.012,5,1,11,-0.088
2123,1,35,1,11,-0.088,5,1,13,0.012
2124,1,35,1,8,-0.118,0,4,1,0.142
2125,1,35,4,1,0.142,0,1,8,-0.118
2126,1,35,1,8,-0.118,0,4,1,0.142
2127,1,35,4,1,0.142,0,1,8,-0.118
2128,1,35,1,12,0.012,5,1,12,0.012
2129,1,35,1,12,0.012,5,1,12,0.012
2130,1,35,1,12,0.012,5,1,8,-0.118
2131,1,35,1,8,-0.118,5,1,12,0.012
2132,1,35,1,8,-0.118,5,1,8,-0.118
2133,1,35,1,8,-0.118,5,1,8,-0.118
2134,1,35,1,8,-0.118,5,1,8,-0.118
2135,1,35,1,8,-0.118,5,1,8,-0.118
2136,1,35,1,8,-0.118,5,1,8,-0.118
2137,1,35,1,8,-0.118,5,1,8,-0.118
2138,1,35,1,8,-0.118,5,1,12,0.012
2139,1,35,1,12,0.012,5,1,8,-0.118
2140,1,35,1,8,-0.118,0,4,1,0.142
2141,1,35,4,1,0.142,0,1,8,-0.118
2142,1,35,1,8,-0.118,0,4,1,0.142
2143,1,35,4,1,0.142,0,1,8,-0.118
2144,1,35,1,8,-0.118,0,4,1,0.142
2145,1,35,4,1,0.142,0,1,8,-0.118
2146,1,35,1,8,-0.118,0,4,1,0.142
2147,1,35,4,1,0.142,0,1,8,-0.118
2148,1,35,1,12,0.012,0,1,12,0.012
